Date,Open,High,Low,NVDA_Volume,SPY_Price,SPY_Volume,QQQ_Price,QQQ_Volume,SOXX_Price,SOXX_Volume,NVDA_Return_1D,NVDA_Return_3D,NVDA_MA3_Ratio,NVDA_Volatility_3D,NVDA_Return_5D,NVDA_MA5_Ratio,NVDA_Volatility_5D,NVDA_Return_10D,NVDA_MA10_Ratio,NVDA_Volatility_10D,NVDA_Return_20D,NVDA_MA20_Ratio,NVDA_Volatility_20D,NVDA_Return_60D,NVDA_MA60_Ratio,NVDA_Volatility_60D,NVDA_Volume_Change,NVDA_Volume_vs_MA20,SPY_Return_1D,SPY_Return_5D,SPY_Return_20D,NVDA_Excess_vs_SPY,NVDA_Corr_SPY_60D,QQQ_Return_1D,QQQ_Return_5D,QQQ_Return_20D,NVDA_Excess_vs_QQQ,NVDA_Corr_QQQ_60D,SOXX_Return_1D,SOXX_Return_5D,SOXX_Return_20D,NVDA_Excess_vs_SOXX,NVDA_Corr_SOXX_60D,Earnings_Event,Revenue_QoQ,DataCenter_QoQ,Gross_Margin_Change,EPS_QoQ,Guidance_Sentiment,AI_Sentiment,Export_Risk,NVDA_Price,Future_Return_5D,Target
2021-09-21,21.42,21.42,20.95,204688000,406.58,92526100,355.74,41927500,146.95,2214000,0.006631927996210374,-0.04451438848920852,-0.007936507936507797,0.021355004716776104,-0.04451438848920852,-0.023796398382947448,0.017460267568124806,-0.06222418358340687,-0.03509966852835689,0.014479622033041952,-0.032331511839708615,-0.043568277972814706,0.014530168360093172,0.11665790856542291,0.02917198069192639,0.021247830553027938,-0.4142399267399267,-0.17238507173319073,-0.0009583015947122187,-0.020595957892708294,-0.027367111621453555,0.0075902295909225925,0.40022990313772033,0.0012383900928791824,-0.02320217468903596,-0.017889680304787214,0.005393537903331191,0.6310174768833635,0.00293475293475276,-0.030097023298792158,0.0009536135140657542,0.0036971750614576138,0.7480152497968315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,-0.025882352941176467,0
2021-09-22,21.37,21.96,21.2,268726000,410.55,102350100,359.06,46972900,150.0,1309200,0.03247058823529425,0.0018264840182649067,0.023639191290824257,0.03461594992166506,-0.01790510295434189,0.011619328661010897,0.025482007568710257,-0.01790510295434189,-0.0019560569531000827,0.0185969094745974,0.006883891693437505,-0.012845605273222205,0.016301295318748885,0.09754877438719367,0.06091988297966666,0.020672971750099862,0.31285664035019156,0.09285257352657106,0.009764376014560483,-0.019230769230769273,-0.019441591631039645,0.022706212220733768,0.4308089616894261,0.009332658683308015,-0.02134154651257869,-0.011725200924804557,0.023137929551986236,0.6201859194721675,0.02075535896563463,-0.015618847617797527,0.021728765070499367,0.011715229269659622,0.7402437226891273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.94,-0.06472196900638116,0
2021-09-23,22.14,22.53,21.89,248555000,415.54,76396000,362.37,44652000,152.0,2407200,0.024612579762989917,0.06489815253434394,0.026952946550936385,0.013245681674038863,0.010791366906474975,0.03422892896577112,0.02832206113006679,0.01352569882777277,0.02121473674646812,0.020196056461900234,0.012156686177397624,0.010836818202257348,0.016665021527815724,0.12231652521218161,0.08488972539935324,0.020882451600113705,-0.07506158689520182,0.03161908019032378,0.012154426988186584,-0.005742451069531418,-0.009605071859284386,0.012458152774803333,0.4476759410795043,0.009218515011418793,-0.013019201961051219,-0.0037664265684279608,0.015394064751571124,0.6294788798961932,0.01333333333333342,-0.00438855046833031,0.02758247701460248,0.011279246429656498,0.7472138242022222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,-0.0782918149466193,0
2021-09-24,22.07,22.15,21.86,217655000,416.22,62094800,362.71,36056800,151.83,1191900,-0.017793594306049876,0.03905882352941159,-0.0039097744360903075,0.027038614186856526,0.008219178082191858,0.01414661032518838,0.02873403860666434,-0.017793594306049876,0.0048696127065033235,0.020554096995253856,0.000453103760761131,-0.007171923829222826,0.01711252149543863,0.10399999999999987,0.06380586827693624,0.02103595126055558,-0.1243185612842228,-0.09281140934855847,0.001636424892910382,0.005678111484282544,-0.0020858807451628048,-0.019430019198960258,0.4420315768696649,0.000938267516626512,-0.00024807056229336766,0.003541487978308222,-0.018731861822676388,0.6244340868192093,-0.0011184210526314908,0.010583067092651888,0.025462650276914855,-0.016675173253418385,0.7441179555094561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.08,-0.06068840579710144,0
2021-09-27,21.71,21.8,21.33,245215000,415.03,61371100,359.82,43338100,151.46,1339800,-0.0190217391304347,-0.012762078395624488,-0.018725460585925724,0.024845340690548123,0.026054002842254897,-0.010145324924595411,0.023652799858693396,-0.022121896162528132,-0.012041598248494823,0.020903906715001565,-0.04328621908127206,-0.023906626709627954,0.016499845857812438,0.07174666006927266,0.04235677219098655,0.021175389577871174,0.12662240702028438,0.034893005699159874,-0.0028590649175918026,0.019804899624050742,-0.013758851765600544,-0.016162674212842898,0.44367196775245793,-0.007967797965316659,0.012721643681395944,-0.014029703512906222,-0.011053941165118042,0.6332153678492763,-0.0024369360468945445,0.03371553371553371,0.003777586321161319,-0.016584803083540156,0.7621109181259464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.66,-0.08910433979686061,0
2021-09-28,21.21,21.42,20.65,343069000,406.67,130436300,349.64,97701600,145.53,5448000,-0.04432132963988922,-0.0791814946619217,-0.036312849162011274,0.01497385700478209,-0.025882352941176467,-0.049237552820135866,0.03235437712568253,-0.06924460431654678,-0.04915020670647685,0.024606527376421827,-0.08770383428823281,-0.0629668190665883,0.018960159740723428,0.01024890190336758,-0.004009623095429182,0.021913311299288193,0.3990538914829844,0.423690297178112,-0.020143122183938433,0.00022135865020422862,-0.03785459105212108,-0.024178207455950784,0.49286300304297503,-0.028291923739647618,-0.01714735480969254,-0.05256882722740086,-0.0160294059002416,0.6631938683447004,-0.039152251419516726,-0.009663150731541226,-0.03743633838216809,-0.005169078220372492,0.7796523701302989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,-0.012077294685990392,0
2021-09-29,20.94,21.02,20.47,218394000,407.35,82329200,349.06,58076600,143.24,6776400,-0.008695652173912993,-0.07065217391304346,-0.02099236641221358,0.01832978562654008,-0.06472196900638116,-0.045048399106478065,0.024867094164954952,-0.08146821844225605,-0.0494719288493608,0.02428053924471283,-0.08351942831621262,-0.06716672349130581,0.01887624219972862,-0.008695652173912993,-0.012527870903578653,0.021905552172396973,-0.36341085904001824,-0.0858306768743341,0.0016721174416602924,-0.007794422116672695,-0.03480712728651314,-0.010367769615573286,0.49374403184020205,-0.0016588491019333684,-0.027850498523923628,-0.05337093887291855,-0.007036803071979625,0.662128949890483,-0.01573558716415857,-0.04506666666666659,-0.044939325243365635,0.007039934990245578,0.7798549063310594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.52,0.00877192982456143,1
2021-09-30,20.77,21.07,20.69,221009000,402.37,140506000,347.78,61384600,143.18,4524900,0.00974658869395717,-0.04339796860572487,0.00355182434614143,0.02748528374753111,-0.0782918149466193,-0.019682059046177147,0.01956198134909993,-0.06834532374100721,-0.033401754058593025,0.024930472834843367,-0.07664884135472383,-0.054377838121534405,0.019084234093993083,0.01718213058419238,-0.0031832067801502717,0.02183784617949856,0.011973772173228259,-0.07859532783473089,-0.012225359027863036,-0.031693699764162364,-0.047126246240556946,0.021971947721820206,0.47728613701212363,-0.003666991348192372,-0.040262714904655605,-0.058399891701638174,0.013413580042149542,0.6634743311202218,-0.00041887740854507083,-0.05802631578947359,-0.040091177259318767,0.01016546610250224,0.7762157368348083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.72,0.01737451737451745,1
2021-10-01,20.75,20.86,20.2,240978000,407.15,129240100,349.94,56375500,143.27,3114900,0.0009652509652509078,0.0019323671497584183,0.0038722168441431837,0.00922461552946287,-0.06068840579710144,-0.006133793367836149,0.020889899558693414,-0.05296803652968041,-0.027204502814259013,0.02484334067271276,-0.07410714285714282,-0.0498660008704217,0.019109436952660045,0.042211055276381915,-0.0028926050272033432,0.021617104377043967,0.09035378649738246,-0.006350658703276446,0.011879613291249314,-0.021791360338282773,-0.03876572939537748,-0.010914362325998406,0.4553108461083327,0.00621082293403874,-0.035207190317333326,-0.05208982311672139,-0.005245571968787832,0.6556759282555202,0.0006285794105322928,-0.05637884476058752,-0.043080416777985464,0.000336671554718615,0.7720025199759569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74,0.00433944069431047,1
2021-10-04,20.5,20.54,19.56,345635000,401.9,128570000,342.59,76766000,139.58,4161900,-0.04869816779170677,-0.03849902534113059,-0.03268507926131714,0.03151548988355592,-0.08910433979686061,-0.03671516453471335,0.026697909049236492,-0.06537186167693032,-0.06854876782173536,0.026830841717907235,-0.13616462346760072,-0.08965071748258191,0.020760595876761788,-0.015960099750623402,-0.051206629851966445,0.02252527789324531,0.4343010565279819,0.4063163085656578,-0.012894510622620703,-0.031636267257788564,-0.05091389977801919,-0.03580365716908607,0.49134536800467427,-0.021003600617248708,-0.047885053637930164,-0.07485620156085449,-0.027694567174458062,0.6871456312915951,-0.0257555664130662,-0.07843655090452917,-0.07464863431450541,-0.02294260137864057,0.791873587921794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.73,0.04865686771414102,1
2021-10-05,19.95,20.65,19.85,279282000,406.09,90682500,347.22,47232900,141.7,3156000,0.036492650785605596,-0.013030888030888033,0.007058437294812814,0.04279043286860748,-0.012077294685990392,0.0008809710258419479,0.031040307213917203,-0.03764705882352948,-0.03089754525637367,0.029926664203536277,-0.09752868490732569,-0.05159420289855077,0.022928918970364667,-0.0029254022428084614,-0.016535351025544598,0.022825316154178547,-0.19197419242842884,0.11787899110622524,0.010425478974869451,-0.0014262178178868767,-0.03758739187107485,0.026067171810736145,0.5076562171087002,0.013514696867976461,-0.006921404873584169,-0.06366798802685858,0.022977953917629135,0.6998990540548232,0.015188422410087332,-0.026317597746169263,-0.05715616474815355,0.021304228375518264,0.7936238000694151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,0.010757946210269154,1
2021-10-06,20.12,20.72,20.08,297202000,407.77,113032200,349.44,56806500,142.25,3410700,0.012224938875305513,-0.0019286403085824189,0.020039421813403457,0.043890056461560904,0.00877192982456143,0.011334766464725421,0.03132718445667914,-0.05651777575205108,-0.01325197826294211,0.027840647397354052,-0.0734109221128022,-0.03633528083610715,0.023125186158583944,0.022222222222222143,-0.004871482597269328,0.02281347721728636,0.06416453620355056,0.1795113276179805,0.004137013962422165,0.0010310543758438317,-0.03241344944593416,0.008087924912883349,0.5079273369812328,0.006393640919301724,0.0010886380564945064,-0.05439194674460146,0.005831297956003789,0.7036368212101236,0.003881439661256314,-0.006911477240994168,-0.04118360744135896,0.0083434992140492,0.7938323960276279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.011594202898550732,1
2021-10-07,21.09,21.32,20.97,256919000,411.3,72437500,352.65,39411200,143.91,1913400,0.018357487922705307,0.06842372022301046,0.01623011409288133,0.012618862410719371,0.01737451737451745,0.02629016553067176,0.03207717051830383,-0.062277580071174454,0.011613398598713687,0.02715194776850765,-0.04959422903516686,-0.01612564467573696,0.023614209644251715,0.0625,0.012390740562866043,0.022759259832709263,-0.13554081062711554,0.007629809517534447,0.008656840866174687,0.02219350349181104,-0.019850820961323068,0.00970064705653062,0.5213480990724918,0.009186126373626369,0.014003105411467098,-0.04241453281559726,0.009171361549078938,0.7160004014568576,0.011669595782073827,0.00509847744098324,-0.03338259000537347,0.0066878921406314795,0.7971458171844835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08,0.03178368121442143,1
2021-10-08,21.1,21.21,20.77,151258000,410.55,74557400,350.89,41822300,142.44,1672200,-0.01185958254269448,0.018581907090464478,-0.00191662673694315,0.015972599857588393,0.00433944069431047,0.013230859032979714,0.032870298858387804,-0.05661231884057971,0.00564862646647013,0.02693131482867713,-0.07339857651245563,-0.02403598369488813,0.023401608293253127,0.0980495519240907,-0.0011029588068864893,0.022048023501285575,-0.41126191523398425,-0.39525271502176773,-0.0018234865061999006,0.008350730688935437,-0.013859531129900016,-0.01003609603649458,0.5247861691649455,-0.004990784063519049,0.002714751100188595,-0.03992010506730881,-0.006868798479175431,0.7181277720932827,-0.010214717531790707,-0.005793257485865899,-0.05084293996135136,-0.0016448650109037732,0.7871713476176027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,0.049447911665866595,1
2021-10-11,20.58,21.06,20.51,163388000,407.58,65233300,348.2,34847200,141.48,1532100,-0.006721075372059349,-0.00048309178743954906,-0.008466453674121244,0.016167920606265967,0.04865686771414102,-0.0028915662650601526,0.01958086348413495,-0.04478301015697128,0.0035894450911915232,0.02652193202766567,-0.06591422121896151,-0.027268453220498312,0.02326954770070068,0.13931718061674014,-0.009818857630552569,0.02129366984531919,0.08019410543574557,-0.32875974530436247,-0.007234198027036953,0.014132868872853921,-0.023503198447495155,0.0005131226549776047,0.5124609328948987,-0.007666220182963368,0.016375259056014446,-0.04660204808060908,0.0009451448109040195,0.7161122666172027,-0.006739679865206405,0.013612265367531018,-0.0661386138613862,1.8604493147056367e-05,0.7755172791912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.07394876752054125,1
2021-10-12,20.83,21.06,20.53,162134000,406.57,71181200,346.98,43905100,139.72,3201900,-0.0009666505558240113,-0.019449715370018827,-0.0028943560057886897,0.0054493673666300615,0.010757946210269154,-0.005963258632297741,0.012736254272529427,-0.0014492753623187582,0.002765245233590452,0.02247937103203192,-0.07059352517985595,-0.024608923389094484,0.02321466629195746,0.10063897763578278,-0.012265052564510825,0.02088506049363347,-0.0076749822508385135,-0.32872398807523917,-0.002478041120761554,0.0011820039892636025,-0.020620046732348962,0.0015113905649375425,0.5968705438554535,-0.003503733486501903,-0.0006912044237082915,-0.04725555341991816,0.002537082930677892,0.7619649480642612,-0.012439920836867291,-0.013973182780522175,-0.07781664576595604,0.01147327028104328,0.7895288494365365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67,0.07837445573294621,1
